wellid,Measurements
343829112301401,1
343829112303501,10
343830112295901,1
343831111472601,1
343831111550801,1
343831112295901,1
343832112172301,1
343832112304901,1
343833111353001,3
343833111490101,25
343833112301301,2
343834112305101,3
343835110232001,1
343835112300301,1
343835113341401,3
343836109550401,2
343836111464501,1
343836112195501,15
343836112302401,19
343836113493201,3
343837109344701,1
343837109504301,1
343837111485301,4
343837111545501,1
343837112213101,2
343837113493101,1
343837113493201,4
343838109524301,1
343838111464101,5
343838111464201,4
343838111484601,2
343838111552201,1
343839111544501,1
343839111545801,2
343839111550701,1
343840111553001,1
343840112192401,1
343840112302601,1
343841110312601,3
343842109114201,2
343842111554301,4
343842112243801,3
343843109253701,2
343843111464101,4
343843111575301,8
343843112183501,1
343843112303101,21
343844109540801,1
343845113390301,4
343845114023501,1
343847112190401,39
343848109414801,1
343848110072401,1
343848111482101,1
343848112301301,1
343849112302701,1
343850111111101,1
343850112185101,1
343851112302801,1
343852110014801,2
343852110241801,1
343852111061301,1
343852111461001,2
343852112260201,8
343852112303501,2
343852112383001,1
343852113390001,1
343853110073801,1
343853111442401,1
343853111460901,3
343853112383001,1
343854111453301,12
343854111453601,2
343854111462201,1
343854111482701,2
343854112202701,26
343854113094301,1
343855112202701,5
343855113225201,1
343856112302501,1
343856112303201,1
343856112303401,2
343857112302301,2
343857112302601,1
343857114040801,2
343858111484001,1
343858112300301,20
343859109393101,1
343859112254101,1
343901114043301,11
343902111461101,5
343902111472401,1
343902112301201,4
343903111573801,1
343904111470701,4
343905111470001,4
343905111483001,5
343905112301401,21
343906110364801,1
343906112154701,38
343907111481501,2
343907111490801,1
343907112305401,1
343908111490901,2
343909111482601,5
343909111490801,4
343909111490901,3
343909112163201,17
343912111465501,3
343913111465801,5
343914110082601,2
343914111470201,1
343916109153701,2
343916111040501,1
343917110405201,1
343917112240801,1
343918110121301,1
343918112133301,6
343918113532601,1
343920111461201,5
343921112225501,2
343922109374501,1
343922111455401,4
343923109575001,4
343923113412301,1
343923113583301,32
343924111454901,24
343926111070401,1
343926111483101,4
343927112304701,4
343927113442701,3
343927114165201,3
343928112213101,2
343928112301401,21
343929112182101,3
343930109533901,1
343930110050001,1
343930111003001,1
343930111485201,3
343930112235301,25
343930112235601,19
343930112240801,1
343931109254001,2
343932112310401,19
343933110073501,1
343933112175801,1
343934111485801,3
343934112161701,1
343936109532101,1
343936114103001,2
343936114103201,3
343938109531501,1
343938112263201,9
343938112320101,21
343939109211101,2
343940114170301,29
343941113334101,1
343942109304501,1
343942112235201,1
343942112240801,2
343943112263501,1
343946110275401,10
343946113324501,1
343946114155501,1
343946114174501,1
343947109092501,3
343947109582801,1
343947112134901,1
343947113400201,5
343947114155601,1
343948109525001,1
343948109530001,1
343948109532401,1
343948111441201,3
343949111441101,3
343950109532001,33
343950109544001,61
343950109544002,1
343950110061201,2
343950112302701,3
343951109441501,1
343951109541001,1
343951112175501,1
343953112133801,1
343953113441401,1
343954110012401,1
343954112133801,2
343954112201101,1
343954112304701,1
343956111425801,5
343956112175701,1
343957112322001,21
344000109224201,2
344000110554101,2
344002111042101,1
344002112201801,1
344003109532401,1
344003111585801,4
344003112305301,5
344005112184401,20
344005112300201,20
344005113351801,3
344005113532701,10
344006112315601,2
344006112321601,1
344007112315601,1
344007112315801,1
344008111050401,1
344009112284201,8
344010109525501,3
344011112200901,44
344012113442101,3
344013110470401,1
344013112320501,2
344016109524001,1
344016113470701,4
344016113545501,1
344017112140901,4
344017112321101,17
344018111460501,4
344019109160801,2
344019111424301,21
344019112140801,1
344020112123301,1
344020113092601,1
344020113351001,22
344022112171601,2
344022112310601,1
344022112313601,3
344022112323501,12
344023112182601,3
344024111460801,5
344025112162801,2
344025112310401,16
344026112144401,1
344028112143001,1
344028112143201,1
344029112143501,23
344029112321501,4
344030110014601,1
344030110151901,2
344030112020001,1
344030112124001,1
344030113350001,38
344031112143801,1
344032112143701,1
344032112144301,1
344035111565401,4
344036109423201,1
344036112180801,2
344036113415201,3
344038112194401,7
344038112253701,31
344038112321101,16
344039112130701,1
344040112112801,2
344040112124301,1
344040112150901,1
344040113351001,71
344043112124701,1
344043112151801,1
344043112405701,2
344044111570401,1
344044112200201,1
344045109515401,12
344045112151101,12
344046109184301,1
344046109253201,1
344047112124701,1
344048112125801,1
344048112320601,1
344049110144001,1
344049112130601,1
344050112130101,1
344050112130401,1
344051112200901,1
344051112203001,1
344052111560601,22
344052112171701,25
344053113464901,1
344054109023601,1
344054111551101,1
344054113512001,1
344055111551001,2
344055112000401,4
344055112183201,1
344056112241701,3
344056112330901,2
344056113465001,3
344057112030901,1
344057112144201,1
344057112183601,1
344058111033101,42
344058112330801,1
344058113511601,3
344059112123501,1
344059112325401,3
344060112331401,1
344100110375001,6
344101109235301,2
344101112403101,3
344101113354301,3
344103112142501,1
344104110375201,1
344105111503401,19
344106110280601,14
344106111502701,6
344106111570401,5
344106112000701,1
344106112291501,40
344106112331001,1
344107112001801,1
344107112014901,1
344107112331201,2
344108111572901,2
344108112311001,3
344109112013901,3
344110112001201,1
344110112013801,1
344110112130101,1
344110112130401,1
344110112322201,11
344111112025601,1
344111113354501,1
344111113402301,5
344111113472501,3
344113112145501,2
344115112135901,2
344117111004501,5
344117111572301,1
344117112014601,1
344117112032301,2
344117112130901,15
344118111572301,2
344118112014001,1
344118112162001,1
344119114050101,1
344121109223901,1
344121112012301,3
344121112012901,1
344122109224001,3
344122111572401,1
344122111584701,5
344122112012201,1
344122112131701,3
344122112322201,20
344123112021001,6
344124109533601,2
344124111572401,3
344124112215801,2
344124112332201,2
344126111573201,1
344126112180701,4
344126113503501,3
344127112204901,1
344127113574401,1
344128111573001,1
344128112010601,1
344128112212401,1
344128113562401,2
344129111573101,1
344129112204901,1
344129112212201,1
344129112213001,1
344130111540801,1
344130111590001,5
344130112003401,1
344130112012301,3
344130112333701,1
344130113352301,3
344132111574401,1
344132113360601,2
344133112204901,1
344133112212001,1
344133112334401,1
344134111570501,1
344134112223501,20
344134112223502,8
344134112333201,1
344135109282601,1
344135109282602,1
344135112191301,21
344135112203601,1
344135112211001,1
344136112205601,11
344137112203201,1
344138111542201,4
344140112203201,4
344140112203601,1
344140112211701,1
344141112405701,3
344142111030401,1
344142111544501,4
344142112205001,1
344143112150101,6
344144111542801,1
344144112151801,2
344144112204401,1
344145109404301,1
344145112211801,1
344146109205701,1
344146111585701,2
344146112003201,2
344146113362201,1
344147112313201,21
344147113362401,1
344148111575001,4
344148111575901,5
344148112073801,2
344148112172701,10
344148112210901,1
344149112003701,1
344149112004301,3
344149112122801,1
344149112205901,1
344149112213301,1
344150109445401,2
344150109552601,2
344150111563101,1
344150112003301,2
344150112212901,1
344151112012801,1
344151112022201,1
344151112325601,1
344152111592301,4
344152112004201,1
344152112004301,4
344152112012301,7
344152112212001,1
344152113360401,3
344153112003801,2
344153113360201,2
344153113360501,5
344154113361901,2
344155111543001,1
344155111570201,3
344155111570501,3
344155113363001,1
344157112150701,18
344157112160401,5
344158111582901,6
344158112012401,1
344158112144101,2
344158112384201,15
344158113445301,4
344159112132501,4
344200109144501,1
344200111542701,2
344200112151201,1
344200112201501,1
344201111563701,1
344201111585401,5
344202111574401,3
344202112144701,2
344203111574601,1
344203112331701,1
344203113362401,3
344204111574701,1
344205112145901,3
344205112322901,16
344206109092901,3
344206110544901,1
344206111574901,2
344206111581501,1
344206112300201,7
344207109374101,2
344207111563601,2
344207112306001,15
344208112150101,1
344208112191201,43
344208112320201,1
344208112335801,3
344209111545001,1
344209111570901,1
344209113353501,3
344209113362301,3
344209113370201,1
344210112330901,12
344210113353501,5
344211109535901,1
344211112003001,2
344211112011801,5
344211112182101,6
344211112201201,1
344211112240401,17
344212111543501,1
344212111544201,1
344212112150901,1
344212112184501,1
344212112311201,1
344212113362201,1
344212113363701,1
344213109542901,8
344213111591101,5
344213112005201,1
344213112320501,1
344215113363601,1
344216114014801,1
344217111543001,1
344217113362001,1
344217113365701,4
344218111542801,5
344218112324701,1
344219111542701,5
344219113365701,2
344220113364901,32
344220113365001,22
344221110081801,1
344221111542501,4
344221111550201,3
344221111550501,1
344221111551901,4
344221111582101,1
344221112012501,1
344221113363701,1
344222111545001,2
344223110424901,1
344224112332301,1
344224112332801,2
344225109171501,1
344225111551701,1
344225111551901,1
344226112332201,1
344227112023501,1
344227112265501,6
344229113451601,3
344230109223901,2
344230109552801,1
344230112004001,1
344231109224001,1
344231111540601,1
344231111544901,1
344231111551801,4
344231111593301,1
344231112004201,3
344231112172001,1
344232111544501,3
344232112125701,5
344232112133801,1
344232112171901,1
344233111551701,1
344233111584801,1
344233112193801,22
344234111585301,2
344234112161901,3
344234112162301,1
344234112312501,2
344235112010801,3
344236111584201,3
344236111584401,4
344236112013201,1
344236112162701,1
344236112163101,1
344236113363301,22
344237111543501,5
344237111584001,2
344237111584301,4
344237111585803,4
344237112171801,1
344238109040901,2
344238111531601,2
344238112132801,1
344239109595701,3
344239111585501,1
344240111582801,1
344240111584501,1
344240112003101,6
344241111583001,3
344241112005401,2
344241112312201,23
344242111551701,3
344242111581901,1
344242111594001,1
344243111532101,2
344243112010001,1
344244111581501,22
344244111591101,1
344244112005001,2
344244112010201,2
344244113364201,2
344245109161001,1
344245111592301,1
344245112171201,1
344246111544901,3
344246113365001,2
344246113365901,2
344247111544801,3
344247111551001,1
344247112005201,1
344248111593201,1
344248112400801,41
344249112003101,2
344249112010101,1
344249112010501,3
344249112011401,1
344249112014601,3
344250111545001,2
344250111583401,48
344250111584001,9
344250111584101,23
344250112011501,1
344251111533401,1
344251111535801,4
344251111540001,1
344251111540801,4
344251112005101,3
344251112015201,2
344252112011601,1
344253111522801,7
344253111582701,1
344253112233601,20
344253112323401,1
344253112333001,9
344253113355501,2
344254111541001,1
344254111543601,1
344254111582701,1
344254112011401,2
344255110310801,15
344255111535801,1
344255111540501,2
344255111591001,1
344255111591701,1
344256111541001,4
344256111592501,1
344256112000301,5
344256112234201,3
344257111593401,1
344257112001201,4
344257112012201,2
344257113364501,1
344258111591801,1
344258111595501,23
344258112001201,5
344258113365101,1
344259111552501,2
344259111585901,1
344259112302901,3
344300111590401,5
344300112201901,1
344301111590001,2
344302111532701,5
344302111583101,1
344302111585601,5
344302111590201,1
344302112010301,1
344302112201501,1
344302112263201,26
344302114284901,3
344303110454601,1
344303111124301,1
344303111540901,1
344303111583401,2
344303112270801,10
344303113365601,2
344303113455501,3
344304111540401,1
344304111540701,3
344304111540801,1
344304111541901,1
344304111551601,1
344304111584301,2
344304111585601,18
344304111592601,4
344304112001601,2
344304112010201,2
344304112010901,2
344304112181401,1
344304112254701,21
344305110131701,1
344305111535701,1
344305111551001,2
344305111583401,1
344305111584401,1
344305112020201,4
344305112211201,28
344305112211301,17
344305112262001,1
344306111541201,1
344306111551201,1
344307111535601,1
344307111552001,1
344307111552701,58
344307111583501,5
344307112283801,1
344307112331801,1
344308111535501,3
344308111552901,1
344308112002301,3
344308112196001,1
344308112201501,1
344308113364601,2
344309111540401,2
344309111540801,1
344309111591501,1
344309111591801,1
344309112005401,2
344310110324001,1
344310111541201,1
344310111541401,3
344310111552801,1
344310111585501,1
344310112201801,1
344310112374801,2
344311111540701,9
344311111551401,1
344311111583401,1
344311112010401,3
344312111540401,1
344312111540801,40
344314111583401,1
344314111592701,6
344314112013701,3
344314112202401,33
344314112285201,16
344314112331301,1
344315111551201,4
344315112011301,2
344316110405501,1
344316110591201,3
344316111541401,1
344316111551501,1
344316111551601,1
344316111583001,2
344316111584001,1
344316111585501,1
344316111590701,2
344316112331601,2
344317111594001,4
344317112270801,17
344317112332201,2
344318111545701,2
344318111591801,1
344318111592801,1
344318112010601,4
344318112015001,1
344318112263901,1
344318112272601,1
344318112331601,2
344318114282701,4
344319111593601,1
344319111595101,1
344319114283101,1
344320111545501,1
344320111545801,1
344320114151001,1
344321113365701,2
344322111545001,1
344322111545301,1
344322111545801,3
344323110512501,1
344323111593601,1
344324111594701,2
344325111593401,1
344325111594301,1
344326112000201,3
344327111541401,2
344327111544301,1
344327111552301,2
344327111552401,2
344327112002701,4
344327112270601,1
344327113525601,2
344328111535201,1
344328111540401,2
344328111541901,3
344328111542101,2
344328111544401,1
344328111550401,1
344328111582001,1
344328114260501,4
344330114274901,3
344330114275001,2
344331111515501,20
344331111541601,1
344331111543901,1
344331111544501,1
344331113525601,2
344332110134601,1
344332111540401,1
344332111541301,1
344332112181101,1
344333111541501,2
344333111541701,1
344333112280201,4
344334111535201,2
344334111535401,4
344334111544501,1
344334111545501,1
344334111552701,1
344334112332101,2
344334114255401,1
344335111541601,1
344335111545701,1
344335111550101,1
344335111552801,2
344335112194601,1
344336112175701,1
344337111535501,3
344337111535701,3
344337111541701,2
344337111542501,1
344337111552901,2
344337114075701,4
344338111543901,1
344338111553201,3
344338112181301,1
344339112180401,1
344340111543301,1
344340111543901,2
344340111544601,2
344340112000201,1
344340112032101,2
344341112000101,1
344341112182401,1
344342111540501,2
344342112013501,2
344342112160901,5
344343112005901,2
344343112273201,10
344344111535201,1
344344111580101,1
344344112010801,2
344344113364001,4
344344113515801,3
344344114185101,1
344345111535901,2
344345111551301,1
344345112010201,2
344345113364001,4
344346112001701,2
344346112002701,2
344347111545301,3
344347112271001,36
344347112310701,19
344347112365501,1
344347114180601,25
344348111542001,1
344348112002201,2
344348112013701,2
344348112271001,41
344348112273701,1
344348112331401,22
344348113544001,2
344348114260401,9
344349110064201,1
344349111530401,1
344349111534001,5
344349111551601,4
344349111552401,1
344349113544001,3
344350111524301,2
344350111551601,4
344350112263701,33
344350112300301,3
344350112323801,3
344350113543801,2
344351111534801,2
344351111534901,1
344351112031701,3
344351113543401,3
344351113543701,3
344352111534401,2
344352111535201,2
344352112005601,4
344353110123901,1
344353111552201,2
344353113543501,3
344354111541801,1
344354112014901,16
344355111551701,4
344355111593701,2
344355112015401,2
344355112261901,2
344356111593801,2
344357111594401,5
344357112012001,5
344357112015601,5
344357112280901,35
344358111534501,1
344358112005301,4
344358112011801,5
344358112012001,5
344358112182901,35
344358112390701,11
344359111591101,25
344359112035101,1
344359112264601,1
344400111535001,1
344400112002800,1
344401112035601,1
344401112040001,2
344402111535801,1
344402112013801,6
344402112292701,1
344403110143501,2
344403111540001,1
344403112004201,1
344403112004501,2
344404111533901,3
344404111535601,1
344404112001801,2
344404112290301,1
344404112370401,1
344405111540201,2
344405111552201,1
344405112001801,3
344406109510101,1
344406111550901,3
344406112002001,2
344406112141201,7
344406112291801,1
344407109510001,1
344407110171801,25
344407112141201,5
344408112002000,1
344408112035901,2
344408112274101,18
344408114260401,25
344409111462401,3
344409111535501,1
344409112035901,2
344410111594601,2
344411109540301,1
344411112040901,1
344411113464501,4
344412110050001,1
344412111540501,1
344412113464501,4
344413111594801,2
344413112264301,3
344413112265601,1
344414111594601,2
344414112040701,1
344414112292401,1
344415112264701,1
344416114040601,2
344416114223501,2
344417112014801,3
344417112023301,2
344417112041401,1
344417112261001,1
344417112300101,2
344418111594101,2
344418112003501,3
344418112275001,3
344418112370301,1
344419111594101,1
344419111594401,1
344419112295501,3
344420111540301,2
344420112285001,1
344421112375001,2
344422111534901,3
344422111545301,3
344422112012901,5
344422112015201,4
344422112283201,41
344422112332001,7
344423111540801,1
344423111594701,1
344423112043101,1
344423112043201,1
344423112264501,1
344423112271301,18
344424111544301,1
344424111550101,1
344424111593401,3
344424111593601,2
344424111594501,1
344424112285201,1
344424114144301,16
344425111583901,8
344425112272001,1
344426112014701,3
344426112370501,2
344427111545101,1
344427112004101,1
344428112004801,14
344428112284601,1
344428112385201,2
344428113360401,1
344429111545501,1
344429112005501,1
344429112005601,1
344429112222001,33
344430112003501,2
344430112261801,1
344431111550101,1
344432111594501,1
344433111550801,1
344433112280401,1
344433112281001,1
344433114131001,1
344434111243501,3
344434112003101,2
344434112264701,1
344434112264901,1
344434113365601,1
344435111243501,12
344435111534201,1
344435112404301,17
344435113365701,4
344436111243701,4
344436111552401,1
344436112000601,1
344436112031401,1
344436112265501,1
344437112001301,2
344437112274401,1
344437112275801,1
344437113365501,2
344437113382401,1
344438112271101,1
344438112271501,3
344438112292601,3
344439111594201,1
344439112010301,2
344439112191201,4
344440112003801,13
344440112011501,2
344440112273101,1
344440112274401,1
344441111530901,1
344441112001201,1
344441112014401,3
344442111243201,6
344442112001301,2
344442112003401,3
344442112010301,1
344442112274501,1
344443112004801,2
344443112023601,1
344443112271001,37
344443112271601,2
344443112281401,1
344444112271201,2
344445112013001,3
344446111544001,2
344446112313401,2
344447111541301,1
344447111594201,3
344447112004601,4
344448112012201,1
344448112270301,18
344448112271901,1
344448112280801,1
344448112283301,5
344448112285601,2
344449112014001,2
344449112313401,1
344450111531501,1
344450111543601,1
344450112001001,1
344451112360501,2
344451114070101,2
344452110092501,2
344452112002701,3
344452112282801,2
344452112401901,1
344452113541101,3
344453112012401,3
344453112210501,14
344453112400701,3
344454109543801,1
344457110065001,2
344457110092101,2
344457112274001,1
344457112400901,3
344458109582001,1
344458110064701,2
344458112270601,31
344458112285101,1
344459109195801,1
344459111530201,1
344459112232401,11
344459112232601,29
344500110064301,1
344500112270101,3
344500112281001,16
344500112281601,15
344501111525201,3
344501112232601,22
344502110261601,1
344502113360401,1
344503112272801,1
344504112000201,2
344504112273301,1
344505111532601,2
344505112030501,2
344506111531901,1
344506112241801,1
344507112040901,1
344507112046001,1
344507112260001,1
344507112263801,37
344507112264401,13
344507112270101,56
344507114211801,4
344508111531501,4
344508112273201,1
344508112315401,2
344508113363801,5
344508113370301,3
344509109543401,1
344509111532901,5
344509112272901,1
344510111531601,18
344510111532001,1
344510112000401,3
344510112324301,1
344510112330201,2
344510114123201,1
344511111530001,2
344511111533001,5
344511112255901,8
344511112304701,2
344512112272801,3
344512114284801,1
344513112000601,1
344513112273901,1
344513112360701,3
344515111530601,1
344515112004401,4
344515112040901,1
344515112042201,1
344515112153201,6
344515112271601,1
344515112275101,1
344516110320301,1
344517114115801,2
344518111533301,3
344518112042801,1
344519111530501,3
344519112015101,1
344519112274801,1
344519112324501,2
344519114282401,1
344520111531001,1
344520111531101,2
344520112012801,2
344520112194301,20
344520112304801,3
344521112041801,1
344521112042401,1
344521112050201,1
344522112274201,26
344522112303701,4
344523112235901,1
344523113360801,1
344524112262501,8
344524112355901,3
344525111530001,2
344525112295301,21
344525112295401,5
344526109570901,1
344526109571301,1
344526112015101,1
344526113361901,1
344526114284401,1
344527110135501,2
344527112045201,3
344527112260101,1
344527114284401,1
344527114284701,1
344528112020801,3
344528112270801,11
344528112371501,4
344528114203301,2
344529112274201,1
344529114284401,1
344530112020901,3
344530112023901,4
344530112242501,2
344531112182401,2
344531113365601,1
344532112011701,3
344532112015601,1
344532112024401,3
344532112354901,2
344532112482701,20
344533112040001,3
344534111545801,5
344534112010701,2
344534112024401,1
344534112282901,67
344534113365701,1
344535111545601,4
344535112024301,1
344535112274801,1
344535112283001,25
344537112260501,1
344539112260001,4
344540112014101,1
344540112202601,53
344540112234301,19
344540112264501,22
344541112261101,1
344541112273201,4
344541112274601,33
344543112262201,55
344544112025001,13
344544112054501,3
344544112311501,3
344544112383301,1
344544112393401,12
344545112005401,25
344546111452601,2
344546112020301,3
344546112024101,3
344546112292801,1
344548112021301,2
344548112270701,1
344548114203401,2
344549112410901,14
344550112014201,1
344550112014401,1
344550112390401,3
344552111534901,2
344552112292701,1
344552112355401,2
344552112394001,4
344553111535001,1
344553112291501,1
344553112354501,1
344553112362901,9
344554111534501,2
344554112260801,1
344555112260801,1
344556109551601,1
344556112040501,26
344557112270201,1
344557113581501,3
344558112324701,1
344558112325701,2
344558113581501,2
344559112270601,13
344600112294501,1
344602111453901,1
344602111530301,2
344602112272801,1
344603110003301,1
344603112264001,39
344603112314601,2
344604112354301,13
344605110595901,1
344605112350401,3
344606111453101,6
344607112263701,2
344607112264901,1
344607112294301,33
344607112362301,1
344607112362401,9
344608112391001,1
344609112274001,1
344610110422001,1
344610111454101,1
344611112272201,1
344612111460801,6
344612111532301,5
344612112295501,1
344613112013101,2
344613112254001,4
344613112271901,15
344613112272101,1
344613112274601,1
344613113370901,16
344614112255401,1
344614112255801,1
344614112400101,2
344615112264501,1
344615112274201,1
344615112392001,9
344615114194601,4
344616109545301,1
344616111533201,1
344617112260301,38
344617112261101,1
344617112265801,1
344617112272101,1
344617112292401,1
344618112260301,1
344619109491501,2
344619111453001,1
344619111453801,1
344619111535901,2
344619112273801,1
344619114290101,1
344620111453802,1
344620111460601,1
344620111464201,2
344620111465401,1
344621112260501,19
344621112265801,1
344622112264901,1
344622112265301,1
344622112275701,23
344623111540801,1
344623113363101,1
344624111552601,1
344624112270101,1
344624113370701,4
344625111535801,3
344625111571401,22
344626112264401,36
344626112265101,22
344626112290001,1
344627110420601,2
344627111540701,3
344627112273801,35
344627112362501,1
344628112172801,4
344628112174901,60
344628112260601,1
344628112261001,1
344629112242201,3
344629112272701,1
344629112280401,1
344629112281801,1
344629112283401,22
344629112363901,2
344630112241201,11
344630112261201,1
344630112261401,1
344630112274801,1
344631112025501,1
344631112241201,33
344631112301301,1
344632111465301,3
344632111541701,23
344632111542201,3
344632112260501,15
344633111465401,1
344633112272101,19
344633112272401,13
344634111083701,1
344634111541501,3
344634112023701,1
344634112282101,1
344634112392201,3
344635112281701,1
344635112355701,2
344636111444301,3
344636112394301,4
344636112394401,48
344637112390701,3
344638110110301,2
344638111454901,1
344638111541501,1
344638112175101,1
344638112301801,2
344639112262301,1
344639112264001,2
344639112264701,1
344639112265301,11
344639112270001,4
344639114213702,2
344640112284301,1
344641111535101,1
344641111541801,3
344642111452401,2
344642112052001,2
344642112313401,1
344643111464801,1
344643112052001,2
344643112313501,2
344644110023301,1
344644110024201,50
344644110463701,1
344644112013201,1
344645110071601,2
344645112253401,43
344645112363101,1
344645112390801,4
344646112265401,10
344647111444001,1
344647111535201,1
344647112261401,1
344648111442001,4
344648111460701,1
344648111465101,10
344649111460301,1
344650109114502,1
344650112262401,1
344650112283001,1
344651111444101,1
344651111460701,2
344651112030301,1
344651112264401,22
344651113363901,1
344652112255501,1
344652112263201,1
344652112363801,3
344652112383501,2
344653111443501,4
344653111463401,1
344653111470501,5
344653112263601,7
344653112264901,76
344653114090601,3
344654111443301,1
344654111541001,4
344654112272501,1
344655111443801,17
344655112273601,34
344655112311301,3
344655114221701,2
344656111530801,2
344656112172501,2
344656112180801,3
344657111530501,3
344657112180901,1
344657112310801,2
344658111441401,4
344658111544301,2
344658112250201,2
344658112274001,3
344658112284401,1
344659109283601,1
344659111233501,2
344659111233502,1
344659112261801,2
344659112280301,35
344700110023901,1
344700112230601,41
344700112263701,1
344701112310801,2
344702113415901,4
344703111462801,7
344703112264001,10
344703112392201,13
344704112291601,62
344705112264801,36
344707111471101,1
344707112272901,2
344707112284301,1
344707112284701,1
344710109180001,1
344710112301601,1
344711111454701,1
344711112273201,12
344713111530401,3
344713112284701,1
344714112285001,1
344714112303201,1
344715111441801,3
344715111463901,3
344716110022801,1
344716112260801,1
344716113372201,2
344717109592701,1
344717110024401,1
344717111453801,4
344717112275601,2
344717113372201,1
344718112260901,1
344720109585001,2
344720110135201,1
344720112363501,2
344721111442601,1
344721112292801,1
344722111440601,1
344722111473501,1
344722112265601,1
344722112270101,1
344722112273101,5
344723109533901,2
344723110083401,2
344723112265701,39
344723112270701,1
344724110025801,1
344724110303401,1
344724112285401,4
344724112293501,1
344725111292401,7
344725111444101,1
344725112283701,1
344726112270301,1
344726112271001,9
344726112273301,40
344726112282201,11
344727111442102,1
344727112231201,53
344727112253401,19
344728111442901,4
344728112270201,8
344728114072401,1
344729112320501,1
344731112160401,4
344732111430501,2
344732112251901,11
344732112272401,7
344732112382101,3
344733111292201,20
344733114094101,5
344734109564901,1
344735111442701,4
344736112390001,1
344737110335901,1
344737111432401,5
344737111441301,1
344737111535701,1
344737112032601,1
344737112032701,2
344737112312601,4
344738112253301,55
344738112274201,1
344738112275501,1
344738112280101,1
344738112390001,4
344739109412501,2
344739111535901,1
344739113371301,3
344740112024401,1
344740112273901,39
344743111535301,1
344746112271301,2
344746112275801,1
344746112276001,1
344747112285901,5
344749110071201,1
344749111051901,1
344749111473701,1
344750111471701,1
344751112280701,1
344752112274701,9
344752112293401,17
344752113372001,1
344753112272501,1
344753112275701,10
344753112280801,1
344753112282101,21
344753112284601,25
344753112291001,42
344753113364201,2
344753113372001,3
344754112280701,35
344754112281401,4
344755113364401,2
344757110012101,1
344757110261201,2
344757111470801,3
344758112293501,1
344759109584401,2
344759109584402,1
344800109074001,2
344800109243001,1
344800111473701,4
344800112260501,7
344801112260601,2
344802111492401,1
344803111522901,1
344804112441401,1
344805110012301,1
344805112273201,42
344806111523501,2
344807112260501,27
344808109595501,1
344809111523601,5
344809112275201,39
344810109595901,1
344810111523701,6
344810112384301,4
344811112283401,4
344812112275201,2
344815112384201,1
344815114091601,1
344817112264801,9
344818112275201,1
344819112265601,38
344819112265701,43
344820112272701,51
344820112275001,16
344820112300501,4
344821111473501,1
344821112292501,5
344821112301701,19
344822111473401,1
344822112260801,25
344822112264601,31
344822112265801,3
344822112270601,8
344822112274301,8
344825111473801,3
344827109441001,2
344828110001701,1
344829111492601,10
344830111475401,4
344832110435201,1
344832112030401,2
344832112031001,2
344833110372101,1
344834112263901,8
344835110381001,1
344838112030701,2
344838112031601,2
344839113412701,2
344839113412801,15
344840109391701,1
344841112025903,1
344841112030701,1
344841112463701,14
344841114070001,2
344842111493201,1
344842111494201,5
344844112004801,2
344844112030301,2
344844112272701,30
344844112273201,17
344844114074501,1
344845112031301,2
344846112271401,60
344847111505001,2
344847111541401,1
344847112025801,1
344847112273901,3
344847114075801,6
344848111493201,1
344848111505001,1
344849112273801,25
344849112280601,31
344850111494701,1
344850111494801,25
344850111500901,2
344850112272901,22
344852112271201,4
344853112175701,1
344854114060301,1
344854114080901,3
344856110241601,3
344857109514801,1
344858111503001,1
344858112384901,2
344860114060301,1
344901111490201,2
344902110042001,1
344902111492501,1
344902112094001,1
344904112092701,2
344904112302201,1
344905112380301,1
344907114065101,2
344908110202901,2
344908111493201,1
344908111540001,1
344910109190001,3
344911111493601,1
344911112372601,13
344912112264101,8
344912112264801,10
344913112015801,1
344914109073101,1
344915110511401,1
344915111490701,1
344915112263401,29
344915112264001,39
344916114070201,2
344917112273101,43
344919112372501,2
344920111490801,1
344920112371101,2
344922111485801,1
344923111490401,1
344923112373901,4
344924111482801,1
344924111490801,1
344925111490801,1
344926111485601,1
344927111482301,1
344927111485601,1
344928111485601,1
344928111490601,1
344928111490701,1
344928112294601,20
344929109514901,23
344930111481801,5
344930111485601,1
344930112391901,13
344931111490701,1
344931112411801,3
344932111485501,1
344932111490101,1
344933111484501,1
344933111533701,2
344933113564501,1
344934111480901,2
344935111481101,1
344936110044901,1
344938111472701,2
344938111484401,2
344938112271301,1
344939111483901,1
344940111535601,1
344940113373801,3
344943111483101,8
344943111483201,15
344943111512301,2
344944111473801,1
344946111473301,6
344946111483101,1
344946112185101,4
344946112371401,2
344947111460701,5
344947111514001,1
344947112422901,2
344947112433901,3
344947444474001,1
344948111513001,1
344948111514001,3
344949111534101,1
344950109253001,2
344950111483101,1
344950111512701,1
344950112291101,17
344950113374301,1
344951111482301,2
344951111512701,2
344951111513401,1
344951113374501,1
344952111483801,1
344952111483901,1
344953111482701,1
344953111483101,1
344953111483801,1
344953111484001,1
344953111484101,2
344953111533501,1
344953112450701,2
344954111484101,1
344954111512501,2
344954114083401,3
344954114084501,18
344956113373601,1
344956113374201,1
344956113374701,1
344957111463102,53
344957111465301,7
344958109093001,2
344958111514201,2
344959111473101,1
345000109205001,1
345000111472101,1
345000111472201,1
345000111484401,1
345001111514801,24
345001112265701,1
345002113382701,3
345004112253401,1
